"id_concess";"id_annonce";"id_categorie";"categorie";"id_marque";"marque";"modele";"cylindree";"commentaire";"prix";"adresse";"code_postal";"ville";"nom_concess";"contact";"tel";"email";"couleur";"date_mise";"annee_modele";"kilometre";"garantie";"premiere_main";"url_site";"photo1";"photo2";"photo3";"photo4";"photo5";"date_ajout";"date_modification"
"124072";"1599994";"9";"Sportive";"16";"HONDA";"CBR 1000 RR";"1000";"CAPOT DE SELLE - SILENCIEUX CARBONE - TAMPONS PROTECTION CARTER - PAD RÉSERVOIR HRC  RÉVISION OK TRÈS BON ÉTAT GÉNÉRAL  Garantie nationale 1an  LIVRAISON POSSIBLE SUR TOUTE LA FRANCE POUR 190 EUROS  FINANCEMENT POSSIBLE ET PERSONNALISABLE, ACCORD RAPIDE, VENTE D'ACCESSOIRES MOTO ET DU MOTARD  contact vendeur:  Marco 0665961546 mperez@yam66.fr  Aussi visible sur notre site Occasion YAM66 toutes marques et reprise possible  YAMAHA-HONDA-SUZUKI-BMW-KAWASAKI-TRIUMPH-DUCATI-KTM-APRILIA-DEALIM-PEUGEOT-HARLEY DAVIDSON-PIAGGIO-KIMCO-MOTO GUZZI-CB1000R-Z800-Z750-HORNET-Z1000-S1000R-CBF1000-F800R-GLADIUS-CB650F-MONSTER-GSXF-GSR-R1-YZF-R6-MT-CBR-S1000RR-PANIGALE-1199-1299-1098-899-GSXR-ZX10R-CBR1000RR-636-S1000R-STREETFIGHTER-FZ1-TUONO-RSV4-MONSTER";"8490";"01 bis chemin de la Fauceille";"66000";"PERPIGNAN";"YAM 66";"Amandine, Marco ou Jean Louis";"04 68 68 33 44";"yam66@yamaha-occasion.com";"NOIR ET BLANC";"08/06/2010 00:00:00";"2010";"12500";"non";"non";"http://www.yam66.fr";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599994&photo_name=ddf07d1-750f4f5-7d488ab&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599994&photo_name=ddf07d1-750f4f5-7d488ab_1&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599994&photo_name=ddf07d1-750f4f5-7d488ab_2&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599994&photo_name=ddf07d1-750f4f5-7d488ab_3&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599994&photo_name=ddf07d1-750f4f5-7d488ab_4&w=600";"20/02/2016";"22/02/2016"
"124072";"1599988";"7";"Scooter";"35";"YAMAHA";"TMAX 530 ABS";"530";"SUPPORT DE PLAQUE - VARIO POLINI - BULLE SPORT LIGNE AKRAPOVIC TITANE - MARCHE PIED ET POIGNÉES RIZOMA ALARME FACTURES D'ENTRETIEN 3 CLEF + CARNET  GARANTIE NATIONALE 1AN  LIVRAISON POSSIBLE SUR TOUTE LA FRANCE POUR 190 EUROS  FINANCEMENT POSSIBLE ET PERSONNALISABLE, ACCORD RAPIDE, VENTE D'ACCESSOIRES MOTO ET DU MOTARD  Contact Vendeurs: MARCO 0665961546 mail mperez@yam66.fr JEAN-LOUIS 0679497006 mail jllopez@yam66.fr AMANDINE 0683573912 mail aros@yam66.fr   Aussi visible sur notre site Occasion YAM66 toutes marques et reprise possible  YAMAHA-HONDA-SUZUKI-BMW-KAWASAKI-TRIUMPH-DUCATI-KTM-APRILIA-DEALIM-PEUGEOT-HARLEY DAVIDSON-PIAGGIO-KIMCO-TMAX-GP800-BURGMAN-SILVER WING-SWT-XMAX-SRV-FORZA-METROPOLIS-QUADRO-FUOCO";"7700";"01 bis chemin de la Fauceille";"66000";"PERPIGNAN";"YAM 66";"Amandine, Marco ou Jean Louis";"04 68 68 33 44";"yam66@yamaha-occasion.com";"BLANC";"05/04/2012 00:00:00";"2012";"13200";"non";"non";"http://www.yam66.fr";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599988&photo_name=645d931-32a8aec-74cd7b1&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599988&photo_name=645d931-32a8aec-74cd7b1_1&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599988&photo_name=645d931-32a8aec-74cd7b1_2&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599988&photo_name=645d931-32a8aec-74cd7b1_3&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599988&photo_name=645d931-32a8aec-74cd7b1_4&w=600";"20/02/2016";"20/02/2016"
"124072";"1599227";"10";"Trail";"1";"APRILIA";"PEGASO 650 STRADA";"650";"Révision des 45000km ok Moto Eligible au Permis A2 Moteur de la Yamaha 660 XTR ou X  FINANCEMENT POSSIBLE ET PERSONNALISABLE, ACCORD RAPIDE, VENTE D'ACCESSOIRES MOTO ET DU MOTARD  LIVRAISON POSSIBLE SUR TOUTE LA FRANCE POUR 190 EUROS  contact vendeur: Marco au 0665961546 mail mperez@yam66.fr AMANDINE 0683573912 mail aros@yam66.fr JEAN-LOUIS 0679497006 mail jllopez@yam66.fr    Aussi visible sur notre site Occasion YAM66 toutes marques et reprise possible  YAMAHA-HONDA-SUZUKI-BMW-KAWASAKI-TRIUMPH-DUCATI-KTM-APRILIA-DEALIM-PEUGEOT-HARLEY DAVIDSON-PIAGGIO-KIMCO-MOTO GUZZI-VSTROM-MULTISTRADA-CROSSRUNNER-CROSSTOURER-TRANSALP-TENERE-SUPER TENERE-XL-XT-VFR-VERSYS-africa twin-DUKE-690-";"1999";"01 bis chemin de la Fauceille";"66000";"PERPIGNAN";"YAM 66";"Amandine, Marco ou Jean Louis";"04 68 68 33 44";"yam66@yamaha-occasion.com";"NOIR";"09/12/2005 00:00:00";"2005";"45000";"non";"non";"http://www.yam66.fr";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599227&photo_name=a1667dc-1dff635-788b0e1&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599227&photo_name=a1667dc-1dff635-788b0e1_1&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599227&photo_name=a1667dc-1dff635-788b0e1_2&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599227&photo_name=a1667dc-1dff635-788b0e1_3&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599227&photo_name=a1667dc-1dff635-788b0e1_4&w=600";"16/02/2016";"16/02/2016"
"124072";"1599025";"13";"Roadster";"35";"YAMAHA";"MT07 35 KW";"689";"RÉVISION DES 1000 KM OK LIVRAISON POSSIBLE SUR TOUTE LA FRANCE POUR 190 EUROS  REPRISE POSSIBLE DE VOTRE ANCIENNE MOTO ou SCOOTER, FINANCEMENT POSSIBLE ET PERSONNALISABLE, ACCORD RAPIDE, VENTE D'ACCESSOIRES MOTO ET DU MOTARD  Contact vendeur:  Marco au 0665961546 mail mperez@yam66.fr  AMANDINE 0683573912 mail aros@yam66.fr  JEAN-LOUIS 0679497006 mail jllopez@yam66.fr    Aussi visible sur notre site Occasion YAM66 Toutes marques et reprise possible SAT SATELIS XMAX BURGMAN EVOLYS YAMAHA-HONDA-SUZUKI-BMW-KAWASAKI-TRIUMPH-DUCATI-KTM-APRILIA-PIAGGIO-KIMCO-STREET TRIPLE-FZ8-Z750-Z800-GSR-DUKE -FZ1-CB1000R-SPEED-Z1000-ER6-HORNET-CB650F-CBF-ER6F-FZ6-XJ6-DIVERSION-GLADIUS-MONSTER- ";"5490";"01 bis chemin de la Fauceille";"66000";"PERPIGNAN";"YAM 66";"Amandine, Marco ou Jean Louis";"04 68 68 33 44";"yam66@yamaha-occasion.com";"RACE BLU";"10/09/2015 00:00:00";"2015";"2500";"non";"non";"http://www.yam66.fr";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599025&photo_name=23b2a5f-069a488-c09d0bf&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599025&photo_name=23b2a5f-069a488-c09d0bf_1&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599025&photo_name=23b2a5f-069a488-c09d0bf_2&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599025&photo_name=23b2a5f-069a488-c09d0bf_3&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1599025&photo_name=23b2a5f-069a488-c09d0bf_4&w=600";"17/02/2016";"17/02/2016"
"124072";"1598898";"14";"Super Motard";"35";"YAMAHA";"XTX 660";"660";"premiere main - double ok+cle rouge - manuel carnet ok revisions a jour  - kit chaine sera neuf pots akra + pots origine+ biellette rabaissement+ biellette hauteur normale GARANTIE 1 AN UNION EUROPEENNE + ASSISTANCE PANNE REPRISE DE VOTRE ANCIENNE MOTO POSSIBLE, FINANCEMENT POSSIBLE ET PERSONNALISABLE, ACCORD RAPIDE, VENTE D'ACCESSOIRES MOTO ET DU MOTARD  LIVRAISON POSSIBLE SUR TOUTE LA FRANCE POUR 190 EUROS  contact vendeur: JEANLOUIS 0679497006 mail  jllopez@yam66.fr Marco au 0665961546 mail mperez@yam66.fr AMANDINE 0683573912 mail aros@yam66.fr     Aussi visible sur notre site Occasion YAM66 toutes marques et reprise possible  YAMAHA-HONDA-SUZUKI-BMW-KAWASAKI-TRIUMPH-DUCATI-KTM-APRILIA-DEALIM-PEUGEOT-HARLEY DAVIDSON-PIAGGIO-KIMCO-MOTO GUZZI-VSTROM-MULTISTRADA-CROSSRUNNER-CROSSTOURER-TRANSALP-TENERE-SUPER TENERE-XL-XT-VFR-VERSYS-africa twin-DUKE-690-";"4680";"01 bis chemin de la Fauceille";"66000";"PERPIGNAN";"YAM 66";"Amandine, Marco ou Jean Louis";"04 68 68 33 44";"yam66@yamaha-occasion.com";"NOIR";"01/03/2013 00:00:00";"2013";"16000";"non";"non";"http://www.yam66.fr";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598898&photo_name=86e8961-ef30f9f-8e43f54&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598898&photo_name=86e8961-ef30f9f-8e43f54_1&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598898&photo_name=86e8961-ef30f9f-8e43f54_2&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598898&photo_name=86e8961-ef30f9f-8e43f54_3&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598898&photo_name=86e8961-ef30f9f-8e43f54_4&w=600";"13/02/2016";"13/02/2016"
"124072";"1598234";"16";"Quad utilitaire";"35";"YAMAHA";"KODIAK 700 EPS";"700";"Un travail irréprochable, une conduite exemplaire Conçu pour les professionnels exigeants qui ont besoin d'un véhicule utilitaire robuste pour réaliser des travaux difficiles dans des conditions extrêmes, le Kodiak 700 affiche d'excellentes performances et offre indéniablement le meilleur rapport qualité-prix que l'on puisse trouver sur le marché. Propulsé par un moteur coupleux de 708 cm³, doté d'un châssis compact surmonté d'une selle très confortable, ce travailleur infatigable au quotidien peut transporter une charge totale de 140 kg en plus de l'utilisateur et tracter jusqu'à 600 kg. Grâce à sa transmission Ultramatic® à variation continue et à ses modes 2x4/4x4, ce quad robuste est idéal pour le remorquage. La direction assistée électrique qui équipe le modèle EPS rend le Kodiak 700 encore plus facile au quotidien.";"9099";"01 bis chemin de la Fauceille";"66000";"PERPIGNAN";"YAM 66";"Amandine, Marco ou Jean Louis";"04 68 68 33 44";"yam66@yamaha-occasion.com";"";"01/01/2000 00:00:00";"2000";"0";"non";"non";"http://www.yam66.fr";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598234&photo_name=9a2e0c1-27fcb56-4d4969a&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598234&photo_name=9a2e0c1-27fcb56-4d4969a_1&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598234&photo_name=9a2e0c1-27fcb56-4d4969a_2&w=600";"";"";"11/02/2016";"11/02/2016"
"124072";"1598231";"15";"Quad loisirs";"35";"YAMAHA";"YFZ 450 R";"450";"Le quad de compétition franchit un cap Le quad Yamaha YFZ450R est le choix gagnant numéro un de tous les professionnels du circuit. Grâce à un châssis à direction réactive et à un moteur de 450 cm³ ultra-réactif, ce quad de compétition est à ce jour le meilleur du marché. Et nous en avons fait un engin encore plus puissant, plus rapide et plus maniable. L'embrayage antidribble assisté de compétition vous permet d'améliorer vos temps de circuit grâce à un meilleur contrôle dans les entrées de virage, tandis que le nouveau moteur garantit un temps de réponse ultra-rapide à l'accélération et un régime optimal pour vous permettre de réaliser le « holeshot ». Le châssis plus solide confère plus d'espace au pilote pour déplacer son poids dans un virage ou lors d'une forte accélération. Enfin, les amortisseurs plus légers permettent une meilleure maniabilité du quad !";"10599";"01 bis chemin de la Fauceille";"66000";"PERPIGNAN";"YAM 66";"Amandine, Marco ou Jean Louis";"04 68 68 33 44";"yam66@yamaha-occasion.com";"";"01/01/2000 00:00:00";"2000";"0";"non";"non";"http://www.yam66.fr";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598231&photo_name=d566e01-cad4bd1-f6bcdef&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598231&photo_name=d566e01-cad4bd1-f6bcdef_1&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598231&photo_name=d566e01-cad4bd1-f6bcdef_2&w=600";"";"";"11/02/2016";"11/02/2016"
"124072";"1598229";"19";"Quad Enfant";"35";"YAMAHA";"YFM 90 R";"90";"Conçu pour les futurs champions. Les débutants aussi ont le droit au meilleur de la technologie Yamaha. Directement inspiré de son illustre grand frère l'YFM700R, l'YFM90R est un quad adapté aux jeunes utilisateurs de plus de 12 ans. Il est équipé d'un nouveau moteur quatre temps de 89,9 cm³ refroidi par air plus performant, d'un démarreur électrique et d'un kick, d'une boite de vitesse automatique avec marche arrière, d'une suspension avant indépendante à double triangle et de trois freins à tambour. Tout comme les autres quads Yamaha, son entretien est limité. Un limiteur d'accélération facilement réglable et un boitier électronique à double diagramme permettent d'adapter la puissance délivrée par l'YFM90R aux capacités de son jeune pilote. Il est idéal pour l'apprentissage du quad en toute sécurité sous contrôle parental. Véhicule non homologué : interdiction de circulation sur les voies ouvertes au public.";"2799";"01 bis chemin de la Fauceille";"66000";"PERPIGNAN";"YAM 66";"Amandine, Marco ou Jean Louis";"04 68 68 33 44";"yam66@yamaha-occasion.com";"";"01/01/2000 00:00:00";"2000";"0";"non";"non";"http://www.yam66.fr";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598229&photo_name=114d0cc-4bf5638-9361e4b&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598229&photo_name=114d0cc-4bf5638-9361e4b_1&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598229&photo_name=114d0cc-4bf5638-9361e4b_2&w=600";"";"";"11/02/2016";"11/02/2016"
"124072";"1598221";"15";"Quad loisirs";"35";"YAMAHA";"YFM RAPTOR 700";"700";"Plus de puissance. Plus de « fun ». Si vous essayez l'YFM700R, vous ne pourrez plus vous en passer. Sa puissance et sa maniabilité excellent sur tous types de terrains. Et si vous devenez accro, ce quad imposant transformera votre temps de loisirs pour toujours. Le moteur quatre temps de 686 cm³ est doté de technologies qui dopent sa puissance pour des accélérations de folie. De plus, sa faible consommation en carburant vous permet de rouler plus longtemps avant de faire le plein. Le confort de pilotage est principalement garanti par l'amortisseur arrière et les pneus avant de 22 pouces vous offrent une grande précision de pilotage et de contrôle. Si vous prenez vos loisirs au sérieux, vous avez besoin des meilleures performances.";"8999";"01 bis chemin de la Fauceille";"66000";"PERPIGNAN";"YAM 66";"Amandine, Marco ou Jean Louis";"04 68 68 33 44";"yam66@yamaha-occasion.com";"";"01/01/2000 00:00:00";"2000";"0";"non";"non";"http://www.yam66.fr";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598221&photo_name=71e6b94-8d0f486-0d57683&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598221&photo_name=71e6b94-8d0f486-0d57683_1&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598221&photo_name=71e6b94-8d0f486-0d57683_2&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598221&photo_name=71e6b94-8d0f486-0d57683_3&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598221&photo_name=71e6b94-8d0f486-0d57683_4&w=600";"11/02/2016";"11/02/2016"
"124072";"1598219";"16";"Quad utilitaire";"35";"YAMAHA";"GRIZZLY 700 EPS";"700";"Quand travailler rime avec plaisir Le Grizzly de Yamaha s'est forgé une réputation de valeur sûre dans le monde du quad. En rendant vos corvées plus agréables, le Grizzly vous laisse le temps d'apprécier votre environnement. Aujourd'hui, le Grizzly passe à la vitesse supérieure grâce à un nouveau moteur de 708 cm³ doté d'une puissance et d'un couple plus élevés, respectueux des normes sonore et pollution. Son nouvel habillage compact est équipé de feux à LED et d'un phare de travail halogène, pour une meilleure visibilité. Les pneus de 26 pouces assurent, quant à eux, une traction accrue et une longévité sans égale. Équipé de la transmission Ultramatic® et du système d'entraînement On-Command® de Yamaha, ainsi que de la direction assistée électronique (modèle EPS), le Grizzly 700 dispose du meilleur de la technologie Yamaha.";"13099";"01 bis chemin de la Fauceille";"66000";"PERPIGNAN";"YAM 66";"Amandine, Marco ou Jean Louis";"04 68 68 33 44";"yam66@yamaha-occasion.com";"";"01/01/2000 00:00:00";"2000";"0";"non";"non";"http://www.yam66.fr";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598219&photo_name=d139439-e7f8215-02481bf&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598219&photo_name=d139439-e7f8215-02481bf_1&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598219&photo_name=d139439-e7f8215-02481bf_2&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598219&photo_name=d139439-e7f8215-02481bf_3&w=600";"http://images.yamaha-occasion.com/NewViewImage.aspx?id=1598219&photo_name=d139439-e7f8215-02481bf_4&w=600";"11/02/2016";"11/02/2016"
